Department,Department-Division,PCN,Position Title,FLSA Status,Initial Hire Date,Date in Title,Salary
CIT,CIT 123 Systems Support,B.003877.2,Systems Engineer I,Exempt,01-Nov-2013,07-Jul-2014,80825.16
CIT,CIT 123 Systems Support,B.002132,Systems Engineer II,Exempt,01-Jan-1990,01-Sep-1998,103743.64
CIT,CIT 123 Systems Support,B.000664.4,IT Support Center Specialist II,Non Exempt,16-Jan-2014,16-Jan-2014,52895.18
CIT,CIT 123 Systems Support,B.006441.2,Electronics Operations Technician,Non Exempt,16-Nov-2007,16-Nov-2007,53999.14
CIT,CIT 123 Systems Support,B.000639.1,Computer Operator II,Non Exempt,30-Jul-2020,30-Jul-2020,36249.46
CIT,CIT 123 Systems Support,B.007313,Systems Engineer II,Exempt,01-Jan-2003,29-Aug-2019,92532.44
CIT,CIT 123 Systems Support,B.006431,Microcomputer Systems Analyst I,Exempt,16-Nov-2005,16-Nov-2005,61114.04
CIT,CIT 123 Systems Support,B.005645.2,Systems Engineer I,Exempt,16-Nov-2007,16-Nov-2007,78682.76
CIT,CIT 123 Systems Support,B.000308.3,IT Support Center Specialist II,Non Exempt,03-Jun-2021,03-Jun-2021,44990.40
CIT,CIT 123 Systems Support,B.007456,Systems Analyst II,Exempt,16-Aug-2018,16-Aug-2018,79740.44
CIT,CIT 123 Systems Support,B.007314,Systems Engineer II,Exempt,01-May-2014,14-Mar-2019,90223.64
CIT,CIT 123 Systems Support,B.003556,Systems Engineer III,Exempt,07-Aug-2015,08-Apr-2021,92177.02
CIT,CIT 123 Systems Support,B.006442.2,Electronics Operations Technician,Non Exempt,01-Apr-2014,22-Nov-2014,53250.34
CIT,CIT 124 Center for Geospatial Information Services,B.003980,GIS Technician III,Non Exempt,01-Feb-2011,11-Apr-2019,57722.34
CIT,CIT 124 Center for Geospatial Information Services,B.005889.1,Systems Analyst II,Exempt,03-Jan-2019,03-Jan-2019,77930.84
CIT,CIT 124 Center for Geospatial Information Services,B.002165.2,Systems Analyst II,Exempt,02-Mar-2017,05-Jul-2018,86396.44
CIT,CIT 124 Center for Geospatial Information Services,B.002097.3,Systems Analyst I,Exempt,16-Apr-2000,16-Dec-2001,82099.16
CIT,CIT 124 Center for Geospatial Information Services,B.004125,GIS Technician III,Non Exempt,16-May-1980,16-Jul-2006,69120.74
CIT,CIT 124 Center for Geospatial Information Services,B.000756,Systems Analyst III,Exempt,01-Jun-1999,16-Nov-2007,107803.28
CIT,CIT 124 Center for Geospatial Information Services,B.000610,Systems Analyst II,Exempt,16-Jun-2000,06-Dec-2018,95527.64
CIT,CIT 124 Center for Geospatial Information Services,B.002099,GIS Coordinator,Exempt,01-Dec-1996,01-Jul-2001,109086.38
CIT,CIT 124 Center for Geospatial Information Services,B.002608.1,Systems Analyst II,Exempt,01-May-2008,16-Oct-2013,92282.84
CIT,CIT 124 Center for Geospatial Information Services,B.001654,GIS Technician II,Non Exempt,02-Jan-2020,02-Jan-2020,44163.60
CIT,CIT 124 Center for Geospatial Information Services,B.002441,Systems Analyst II,Exempt,08-Nov-2018,08-Nov-2018,76100.44
CIT,CIT 124 Center for Geospatial Information Services,B.006844,Systems Analyst I,Exempt,06-May-2021,06-May-2021,63606.40
CIT,CIT 124 Center for Geospatial Information Services,B.002285,GIS Technician II,Non Exempt,16-Jan-2020,16-Jan-2020,44163.60
CIT,CIT 128 Information Technology Security,B.002585.2,IT Deputy Chief of Information Security,Exempt,01-Mar-2018,10-Sep-2020,111682.22
CIT,CIT 128 Information Technology Security,B.005949.2,Systems Engineer III,Exempt,01-Apr-2003,16-Sep-2004,122836.22
CIT,CIT 128 Information Technology Security,B.000488.2,Systems Engineer II,Exempt,01-Jul-2021,,79999.92
CIT,CIT 130 Telecommunications,B.004150,Systems Analyst II,Exempt,01-Jun-2000,01-Jun-2000,104346.84
CIT,CIT 130 Telecommunications,B.002204.1,Systems Engineer I,Exempt,01-Mar-2006,16-Apr-2014,75729.16
CIT,CIT 130 Telecommunications,B.006050,Systems Engineer II,Exempt,16-Mar-2004,01-Sep-2009,109276.44
CIT,CIT 130 Telecommunications,B.003966.3,Information Systems Architect,Exempt,05-Jul-2018,05-Jul-2018,98562.62
CIT,CIT 130 Telecommunications,B.006435.2,Systems Engineer III,Exempt,16-Nov-2005,22-May-2016,110106.62
CIT,CIT 130 Telecommunications,B.003769,Systems Engineer I,Exempt,16-May-2000,07-Aug-2014,89873.16
CIT,CIT 130 Telecommunications,B.004641,Telecommunication System Installation Technician,Non Exempt,16-Sep-2006,23-Apr-2020,46945.86
CIT,CIT 130 Telecommunications,B.002275,Telecommunication System Installation Technician,Non Exempt,07-Aug-2014,07-Aug-2014,64272.78
CIT,CIT 130 Telecommunications,B.003276,Telecommunication System Installation Technician,Non Exempt,07-Aug-2015,07-Aug-2015,64168.78
CIT,CIT 133 Strategy & Architecture,B.007177.1,IT Deputy Chief of Enterprise Architecture and Planning,Exempt,21-Jun-2018,21-Jun-2018,132749.24
CIT,CIT 133 Strategy & Architecture,B.006939.1,Systems Engineer II,Exempt,01-Nov-2013,01-Nov-2013,83775.64
CIT,CIT 133 Strategy & Architecture,B.002544.2,Information Systems Architect,Exempt,22-Jun-2015,22-Jul-2016,99207.42
CIT,CIT 133 Strategy & Architecture,B.002896.3,Microcomputer Systems Analyst II,Exempt,16-Apr-1997,27-Sep-2018,70985.72
CIT,CIT 133 Strategy & Architecture,B.004449.4,Programmer/Analyst III,Exempt,10-Oct-2019,10-Oct-2019,81599.96
CIT,CIT 133 Strategy & Architecture,B.007163.1,Information Systems Architect,Exempt,07-Jun-2015,13-Apr-2017,95284.80
CIT,CIT 133 Strategy & Architecture,B.000305.3,Systems Analyst I,Exempt,30-Aug-2018,30-Aug-2018,67206.36
CIT,CIT 133 Strategy & Architecture,B.000464.8,Systems Engineer II,Exempt,31-Jan-2019,18-Jun-2020,77930.84
CIT,CIT 133 Strategy & Architecture,B.005641.3,Systems Engineer III,Exempt,01-Jan-2011,27-Apr-2017,118489.02
CIT,CIT 133 Strategy & Architecture,B.003547.4,Systems Analyst III,Exempt,16-Aug-2000,16-Jan-2013,117436.80
CIT,CIT 133 Strategy & Architecture,B.005640.4,Programmer/Analyst II,Exempt,01-May-2008,01-May-2008,77912.12
CIT,CIT 133 Strategy & Architecture,B.001718.2,Systems Analyst II,Exempt,20-Jun-2019,20-Jun-2019,77910.04
CIT,CIT 133 Strategy & Architecture,B.003054.1,Programmer/Analyst III,Exempt,01-Sep-1983,16-May-2005,96387.20
CIT,CIT 133 Strategy & Architecture,B.003881.1,Systems Analyst II,Exempt,16-Aug-2007,16-Aug-2007,92757.60
CIT,CIT 133 Strategy & Architecture,B.005428.5,Systems Analyst II,Exempt,22-Aug-2014,13-Mar-2020,82694.04
CIT,CIT 133 Strategy & Architecture,B.004256.2,Microcomputer Systems Analyst I,Exempt,26-May-1999,26-May-1999,67957.24
CIT,CIT 133 Strategy & Architecture,B.004777.2,Systems Engineer I,Exempt,07-Jun-2018,07-Jun-2018,72255.56
CIT,CIT 133 Strategy & Architecture,B.005950.4,Systems Analyst III,Exempt,01-Dec-2012,24-May-2018,116310.48
CIT,CIT 133 Strategy & Architecture,B.001848.1,Systems Analyst III,Exempt,16-Dec-2013,16-Dec-2013,114604.88
CIT,CIT 133 Strategy & Architecture,B.006937.4,IT Quality Assurance Manager,Exempt,04-Jan-2018,06-May-2021,95246.84
CIT,CIT 133 Strategy & Architecture,B.005374.2,Microcomputer Systems Analyst II,Exempt,12-Oct-2017,12-Oct-2017,62312.12
CIT,CIT 133 Strategy & Architecture,B.006735.1,Systems Analyst III,Exempt,01-May-2013,01-May-2013,103268.88
CIT,CIT 133 Strategy & Architecture,B.002439.2,Programmer/Analyst III,Exempt,16-Feb-2012,16-Feb-2012,96387.20
CIT,CIT 133 Strategy & Architecture,B.006938.1,Systems Engineer III,Exempt,01-Nov-2013,01-Nov-2013,116221.82
CIT,CIT 133 Strategy & Architecture,B.005384.5,Systems Analyst II,Exempt,15-Mar-2018,11-Mar-2021,78887.64
CIT,CIT 133 Strategy & Architecture,B.006503.2,Programmer/Analyst III,Exempt,01-Oct-2006,15-Feb-2018,91854.36
CIT,CIT 133 Strategy & Architecture,B.007001.1,Systems Engineer II,Exempt,22-Sep-2014,22-Sep-2014,88788.44
CLK,CLK 011 City Clerk,B.003519,Chief Deputy City Clerk,Non Exempt,07-Mar-2016,01-Mar-2018,56330.82
CLK,CLK 011 City Clerk,B.000962,City Clerk,Exempt,16-Apr-2001,09-Jan-2018,109788.12
CLK,CLK 011 City Clerk,B.002188,Deputy City Clerk II,Non Exempt,05-Jan-2017,05-Jan-2017,47938.54
CLK,CLK 011 City Clerk,B.000786,Deputy City Clerk II,Non Exempt,16-Feb-2005,16-Feb-2005,57589.74
CLK,CLK 011 City Clerk,B.005519,Deputy City Clerk II,Non Exempt,15-Jul-2021,,40768.00
CLK,CLK 011 City Clerk,B.001121,Deputy City Clerk II,Non Exempt,12-Apr-2018,12-Apr-2018,44007.34
CMD,CMD 010 City Manager,B.003553,Deputy City Manager,Exempt,22-Sep-2015,20-May-2021,196504.88
CMD,CMD 010 City Manager,B.001879.1,Assistant to the City Manager/Community Affairs,Exempt,01-Aug-2004,01-Dec-2007,81367.00
CMD,CMD 010 City Manager,B.003812.2,Assistant to the City Manager/Legislative Affairs Liaison,Exempt,01-May-2011,01-May-2011,121961.58
CMD,CMD 010 City Manager,B.006832.3,Assistant to the City Manager,Exempt,01-Jan-2012,01-Jan-2012,104608.14
CMD,CMD 010 City Manager,B.000824,Executive Assistant III,Non Exempt,01-Sep-2000,31-Jan-2019,58869.20
CMD,CMD 010 City Manager,B.005054,Deputy City Manager,Exempt,07-Jul-2016,07-Jul-2016,200695.30
CMD,CMD 010 City Manager,B.002293,Executive Assistant III,Non Exempt,01-Aug-2012,21-Dec-2017,55499.60
CMD,CMD 010 City Manager,B.001432.1,City Manager,Exempt,20-Jul-2020,20-Jul-2020,270000.12
CMD,CMD 010 City Manager,B.003150,Executive Assistant V,Non Exempt,01-Mar-1993,16-May-2012,69305.60
CMD,CMD 010 City Manager,B.004061,Executive Assistant III,Non Exempt,01-Jul-1987,16-Aug-2000,62795.20
CMD,CMD 010 City Manager,B.004500.6,CMO Special Projects Manager,Exempt,16-Aug-1999,28-Feb-2019,126954.62
CMD,CMD 010 City Manager,B.003720,Executive Assistant I,Non Exempt,16-Nov-2002,16-Aug-2018,47642.40
CMD,CMD 010 City Manager,B.001706,Deputy City Manager,Exempt,07-Nov-2016,07-Nov-2016,200695.30
CMD,CMD 021 Office of Volunteer Resources,B.007441,Administrative Specialist I,Non Exempt,13-Sep-2018,13-Sep-2018,43008.94
CMD,CMD 021 Office of Volunteer Resources,B.001096.5,Public Safety Resource Coordinator,Exempt,05-Dec-2019,05-Dec-2019,85524.92
CMD,CMD 021 Office of Volunteer Resources,B.007176.3,Family Services Specialist II,Non Exempt,12-Aug-2021,12-Aug-2021,64899.90
CMD,CMD 021 Office of Volunteer Resources,B.006578,Business Application Support Technician,Non Exempt,16-Jul-2013,24-Sep-2020,40768.00
COM,COM 030 Communications Office,B.001044.4,Multimedia Communications Specialist I,Non Exempt,08-Oct-2020,08-Oct-2020,49500.10
COM,COM 030 Communications Office,B.002357.5,Media and Communications Coordinator II,Non Exempt,07-Jul-2015,27-Aug-2020,53814.02
COM,COM 030 Communications Office,B.002366.4,Multimedia Distribution Specialist,Non Exempt,16-Jun-2004,16-Jun-2004,50268.14
COM,COM 030 Communications Office,B.007425,Media and Communications Coordinator III,Exempt,08-Nov-2018,08-Nov-2018,65659.88
COM,COM 030 Communications Office,B.004855.6,Media and Communications Coordinator II,Non Exempt,06-May-2021,06-May-2021,56014.40
COM,COM 030 Communications Office,B.002991.3,Director of Communications,Exempt,07-Apr-2015,01-Jul-2017,141199.50
COM,COM 030 Communications Office,B.006958.3,Multimedia Communications Specialist II,Non Exempt,16-Aug-2010,16-Jan-2013,58868.42
COM,COM 030 Communications Office,B.004852.5,Multimedia Communications Specialist III,Exempt,01-Apr-2006,01-Aug-2019,65625.56
COM,COM 030 Communications Office,B.001516.2,Graphic Designer,Non Exempt,01-Jan-2007,01-Jan-2007,46436.00
COM,COM 030 Communications Office,B.001376.6,Media and Communications Coordinator III,Exempt,22-Apr-2016,13-Apr-2017,71608.68
COM,COM 030 Communications Office,B.004360.1,Media and Communications Manager,Exempt,22-Oct-2014,22-Dec-2016,103854.40
COM,COM 030 Communications Office,B.003765.2,Television Engineer,Exempt,16-Jun-1999,22-Nov-2014,73960.12
COM,COM 030 Communications Office,B.000560.2,Multimedia Services Coordinator,Exempt,01-Jan-2014,30-Aug-2018,89859.64
COM,COM 030 Communications Office,B.007345.1,Administrative Specialist I,Non Exempt,30-Mar-2017,31-Dec-2020,42031.34
COM,COM 030 Communications Office,B.001965.3,Media and Communications Coordinator III,Exempt,01-May-2011,01-May-2011,73293.48
COM,COM 030 Communications Office,B.004854.3,Multimedia Communications Specialist I,Non Exempt,01-Jun-2012,01-Jun-2012,50128.78
COM,COM 030 Communications Office,B.000652.3,Media and Communications Coordinator II,Non Exempt,12-Aug-2021,12-Aug-2021,52187.20
COM,COM 030 Communications Office,B.000974.1,Media and Communications Coordinator III,Exempt,01-Feb-1997,01-Feb-2000,89891.88
COR,COR 001 Commissioner of Revenue,B.003713,Revenue Agent III,Non Exempt,01-Nov-1997,01-Jun-2004,55395.60
COR,COR 001 Commissioner of Revenue,B.001955.1,Revenue Investigator III,Non Exempt,16-Dec-2001,01-Apr-2013,61298.38
COR,COR 001 Commissioner of Revenue,B.000757.1,Auditor III,Exempt,01-Aug-2003,07-Aug-2016,91438.36
COR,COR 001 Commissioner of Revenue,B.001443.1,Revenue Agent I,Non Exempt,12-Nov-2020,08-Apr-2021,31844.80
COR,COR 001 Commissioner of Revenue,B.002433,Revenue Investigator III,Non Exempt,16-Jan-1993,01-Feb-2003,62317.58
COR,COR 001 Commissioner of Revenue,B.000688.1,Business Application Specialist I,Non Exempt,16-Mar-1994,01-Jun-2003,64627.94
COR,COR 001 Commissioner of Revenue,B.003186,Revenue Agent I,Non Exempt,22-Apr-2021,22-Apr-2021,34195.20
COR,COR 001 Commissioner of Revenue,B.000995.1,Revenue Investigator II,Non Exempt,01-Dec-1998,22-May-2015,55359.20
COR,COR 001 Commissioner of Revenue,B.006705.1,Revenue Agent III,Non Exempt,01-Sep-2011,04-Jan-2018,46368.40
COR,COR 001 Commissioner of Revenue,B.003129,Revenue Agent IV,Non Exempt,16-Jul-1999,16-Sep-2012,61695.14
COR,COR 001 Commissioner of Revenue,B.006706,Revenue Agent I,Non Exempt,26-Sep-2019,26-Sep-2019,39061.62
COR,COR 001 Commissioner of Revenue,B.002499.1,Revenue Agent I,Non Exempt,27-Sep-2018,27-Sep-2018,36919.22
COR,COR 001 Commissioner of Revenue,B.002984.2,Deputy Commissioner of the Revenue,Exempt,17-Dec-1984,07-Jan-2016,77692.68
COR,COR 001 Commissioner of Revenue,B.007096,Revenue Agent II,Non Exempt,22-Jun-2015,07-Nov-2019,45271.20
COR,COR 001 Commissioner of Revenue,B.001057,Revenue Agent III,Non Exempt,01-Mar-2003,20-Dec-2018,46181.20
COR,COR 001 Commissioner of Revenue,B.001462,Revenue Agent II,Non Exempt,22-Jul-2015,15-Aug-2019,38074.40
COR,COR 001 Commissioner of Revenue,B.004364.2,Revenue Agent I,Non Exempt,14-Mar-2019,23-Apr-2020,32842.42
COR,COR 001 Commissioner of Revenue,B.004363,Revenue Agent IV,Non Exempt,16-Jan-2008,21-Dec-2017,59490.34
COR,COR 001 Commissioner of Revenue,B.004373,Revenue Agent II,Non Exempt,07-Nov-2016,01-Aug-2019,43316.00
COR,COR 001 Commissioner of Revenue,B.004097.1,Revenue Investigator III,Non Exempt,16-Nov-2001,07-Jan-2016,51813.58
COR,COR 001 Commissioner of Revenue,B.004365.1,Auditor II,Exempt,01-May-1988,01-Jul-1999,76670.10
COR,COR 001 Commissioner of Revenue,B.000334,Revenue Agent III,Non Exempt,16-Apr-2011,01-Aug-2019,44600.40
COR,COR 001 Commissioner of Revenue,B.001705,Revenue Agent IV,Non Exempt,16-Sep-2008,07-Jan-2016,59490.34
COR,COR 001 Commissioner of Revenue,S.020047,Commissioner of Revenue,Exempt,16-Jun-1978,01-Jan-1998,180648.00
COR,COR 001 Commissioner of Revenue,B.003392,Revenue Agent II,Non Exempt,23-May-2019,13-Aug-2020,43836.00
COR,COR 001 Commissioner of Revenue,B.004287,Revenue Agent II,Non Exempt,26-Sep-2019,20-May-2021,43087.20
COR,COR 001 Commissioner of Revenue,B.004252.2,Deputy Commissioner of the Revenue,Exempt,16-Feb-1997,21-Dec-2017,77703.08
COR,COR 001 Commissioner of Revenue,B.002541,Revenue Agent III,Non Exempt,01-Jul-2004,22-Jul-2014,48989.20
COR,COR 001 Commissioner of Revenue,B.002887.2,Business Application Specialist I,Non Exempt,01-Dec-1986,01-Feb-1999,68829.54
COR,COR 001 Commissioner of Revenue,B.001331.1,Deputy Commissioner of the Revenue,Exempt,16-Sep-1989,21-Dec-2017,77703.08
COR,COR 001 Commissioner of Revenue,B.001471,Revenue Agent II,Non Exempt,31-Mar-2016,22-Oct-2020,42421.60
COR,COR 001 Commissioner of Revenue,B.002542,Revenue Agent III,Non Exempt,16-Jul-2011,09-Apr-2020,46368.40
COR,COR 001 Commissioner of Revenue,B.001183,Account Clerk III,Non Exempt,01-Oct-2000,13-Aug-2020,42094.26
COR,COR 001 Commissioner of Revenue,B.006841.3,Revenue Agent III,Non Exempt,16-Nov-2012,22-Oct-2020,47720.40
COR,COR 001 Commissioner of Revenue,B.003401.1,Revenue Agent III,Non Exempt,01-Sep-2000,31-Aug-2017,50632.40
COR,COR 001 Commissioner of Revenue,B.002382,Revenue Agent III,Non Exempt,16-Oct-2009,06-May-2021,46139.60
COR,COR 001 Commissioner of Revenue,B.004991.1,Revenue Agent III,Non Exempt,16-Jun-2000,22-Oct-2020,49717.20
COR,COR 001 Commissioner of Revenue,B.004354,Revenue Agent III,Non Exempt,01-Oct-2005,01-Jan-2014,50403.60
COR,COR 001 Commissioner of Revenue,B.003262.2,Auditor II,Exempt,22-Aug-2015,22-Aug-2015,69202.90
COR,COR 001 Commissioner of Revenue,B.003007.1,Revenue Agent I,Non Exempt,08-Apr-2021,08-Apr-2021,31844.80
COR,COR 001 Commissioner of Revenue,B.004035,Revenue Agent I,Non Exempt,25-Apr-2019,25-Apr-2019,41911.22
COR,COR 001 Commissioner of Revenue,B.000407,Revenue Agent II,Non Exempt,22-Apr-2016,26-Apr-2018,45666.40
COR,COR 001 Commissioner of Revenue,B.002098.4,Business Application Specialist I,Non Exempt,01-Sep-2008,31-Dec-2020,52563.94
COR,COR 001 Commissioner of Revenue,B.004132,Chief Deputy Commissioner of the Revenue,Exempt,01-Jan-1998,01-Jan-1998,117436.80
COR,COR 001 Commissioner of Revenue,B.006707.1,Revenue Investigator II,Non Exempt,01-Aug-2011,04-Jan-2018,43690.40
COR,COR 001 Commissioner of Revenue,B.004288.1,Revenue Agent II,Non Exempt,30-Sep-2009,06-Jul-2017,39967.20
COR,COR 001 Commissioner of Revenue,B.000423,Deputy Commissioner of the Revenue,Exempt,21-Mar-1983,01-Jan-2000,86293.48
COR,COR 001 Commissioner of Revenue,B.003072.1,Auditor IV,Exempt,01-Mar-2000,01-Jul-2012,103164.88
COR,COR 001 Commissioner of Revenue,B.007095,Revenue Agent II,Non Exempt,02-Mar-2017,07-Nov-2019,40861.60
COR,COR 001 Commissioner of Revenue,B.002269.1,Revenue Agent I,Non Exempt,22-Oct-2020,22-Oct-2020,37003.20
COR,COR 001 Commissioner of Revenue,B.004992.1,Revenue Agent IV,Non Exempt,16-Jul-2004,21-Dec-2017,61320.74
COR,COR 001 Commissioner of Revenue,B.002449.1,Revenue Agent I,Non Exempt,05-Nov-2020,05-Nov-2020,37502.40
COR,COR 001 Commissioner of Revenue,B.001814,Business Application Specialist II,Exempt,01-Jul-2000,01-Nov-2006,75051.08
COR,COR 001 Commissioner of Revenue,B.006842.2,Revenue Agent II,Non Exempt,12-Sep-2019,22-Oct-2020,41381.60
COR,COR 001 Commissioner of Revenue,B.004262.3,Auditor II,Exempt,22-Nov-2016,19-Dec-2019,54996.50
COR,COR 001 Commissioner of Revenue,B.000450.1,Revenue Agent III,Non Exempt,16-Feb-2008,28-Feb-2019,46805.20
COR,COR 001 Commissioner of Revenue,B.001261,Revenue Agent I,Non Exempt,16-Feb-2008,16-Oct-2011,39020.02
COR,COR 001 Commissioner of Revenue,B.001508.1,Administrative Specialist II,Non Exempt,16-Sep-2000,25-Apr-2019,68455.14
COR,COR 001 Commissioner of Revenue,B.000814,Deputy Commissioner of the Revenue,Exempt,01-Mar-2004,01-Apr-2007,77692.68
COR,COR 002 DMV Select,N.030663.1,Revenue Agent III,Non Exempt,14-Jan-1980,,21.08
COR,COR 002 DMV Select,P.050239.1,Account Clerk II,Non Exempt,22-Dec-2014,24-Oct-2019,15.61
COR,COR 002 DMV Select,P.050001.1,Account Clerk II,Non Exempt,16-Apr-2011,24-Oct-2019,15.61
COR,COR 002 DMV Select,N.030009,Account Clerk II,Non Exempt,01-Sep-1978,23-Apr-2019,17.22
COR,COR 002 DMV Select,N.030752,Revenue Agent III,Non Exempt,05-Jan-1976,,21.08
COR,COR 002 DMV Select,P.050293,Account Clerk II,Non Exempt,16-Feb-2013,22-Mar-2016,16.59
COR,COR 002 DMV Select,N.030663.1,Revenue Agent III,Non Exempt,01-Nov-1971,,25.26
CUL,CUL 190 Cultural Affairs,B.006393.3,Executive Assistant II,Non Exempt,26-Sep-2019,26-Sep-2019,48615.84
CUL,CUL 190 Cultural Affairs,B.007603.1,Media and Communications Coordinator II,Non Exempt,02-Jan-2020,02-Jan-2020,53814.02
CUL,CUL 190 Cultural Affairs,B.007211,Special Projects Coordinator,Exempt,06-Jul-2017,06-Jul-2017,69331.08
CUL,CUL 190 Cultural Affairs,B.005191.2,Director of Cultural Affairs,Exempt,01-May-2000,20-Jun-2019,135333.90
CUL,CUL 190 Cultural Affairs,B.007426.2,Administrative Specialist I,Non Exempt,06-Dec-2018,06-Dec-2018,50746.54
CUL,CUL 194 History Museums,B.006583.5,Development Specialist,Non Exempt,23-May-2019,23-May-2019,49880.74
CUL,CUL 194 History Museums,B.004504.4,Program Educator II,Non Exempt,05-Mar-2018,19-Nov-2020,42827.20
CUL,CUL 194 History Museums,B.002013.3,History Museums Supervisor,Exempt,04-Jan-2021,04-Jan-2021,54999.88
CVB,CVB 010 Directors Office,B.003560,Administrative Services Manager I,Exempt,01-Nov-1995,11-Mar-2021,85484.36
CVB,CVB 010 Directors Office,B.005906.1,Executive Assistant II,Non Exempt,20-May-1992,15-Nov-2010,49914.54
CVB,CVB 010 Directors Office,B.006173.3,Administrative Technician,Non Exempt,01-Aug-2003,01-Mar-2018,46904.00
CVB,CVB 010 Directors Office,B.001166.1,Administrative Specialist I,Non Exempt,25-Aug-1980,01-Nov-1998,59758.40
CVB,CVB 010 Directors Office,B.004994,Account Clerk III,Non Exempt,11-Feb-1982,01-Sep-2008,51521.60
CVB,CVB 010 Directors Office,B.000381.5,Business Application Specialist I,Non Exempt,28-Feb-2019,28-Feb-2019,49880.74
CVB,CVB 010 Directors Office,B.001658,Accountant III,Exempt,05-Feb-1979,01-Jan-2012,83659.16
CVB,CVB 010 Directors Office,B.005322.4,Business Development Representative II,Exempt,01-Aug-1985,01-Oct-2010,96387.20
CVB,CVB 010 Directors Office,B.006011.8,Business Application Specialist II,Exempt,16-Nov-2011,07-Nov-2014,76340.68
